update,bacteria_pop,phage_pop,lysogen_pop,arbitrium,mean_lysogeny_rate,Hist_0.0,Hist_0.1,Hist_0.2,Hist_0.3,Hist_0.4,Hist_0.5,Hist_0.6,Hist_0.7,Hist_0.8,Hist_0.9
207,4,399,888,1862,0.112842,639,648,0,0,0,0,0,0,0,0
208,3,383,893,1863,0.113033,626,650,0,0,0,0,0,0,0,0
209,3,412,888,1863,0.113078,642,658,0,0,0,0,0,0,0,0
210,3,406,889,1863,0.112538,655,640,0,0,0,0,0,0,0,0
211,3,392,895,1863,0.112955,643,644,0,0,0,0,0,0,0,0
212,3,405,892,1863,0.112793,650,647,0,0,0,0,0,0,0,0
213,3,391,895,1863,0.112973,639,647,0,0,0,0,0,0,0,0
214,3,397,895,1863,0.112963,643,649,0,0,0,0,0,0,0,0
215,3,386,897,1863,0.113273,629,654,0,0,0,0,0,0,0,0
216,1,386,895,1865,0.112964,639,642,0,0,0,0,0,0,0,0
217,1,411,890,1865,0.113623,636,665,0,0,0,0,0,0,0,0
218,1,391,895,1865,0.113541,627,659,0,0,0,0,0,0,0,0
219,1,399,892,1865,0.113349,631,660,0,0,0,0,0,0,0,0
220,1,391,895,1865,0.113674,625,661,0,0,0,0,0,0,0,0
221,1,414,890,1865,0.113504,642,662,0,0,0,0,0,0,0,0
222,1,396,892,1865,0.113514,631,657,0,0,0,0,0,0,0,0
223,1,391,895,1865,0.113557,628,658,0,0,0,0,0,0,0,0
224,1,402,891,1865,0.113116,636,657,0,0,0,0,0,0,0,0
225,1,411,887,1865,0.112857,640,658,0,0,0,0,0,0,0,0
226,1,400,889,1865,0.11246,642,647,0,0,0,0,0,0,0,0
227,1,389,891,1865,0.112199,641,639,0,0,0,0,0,0,0,0
228,1,386,893,1865,0.112273,642,637,0,0,0,0,0,0,0,0
229,1,376,896,1865,0.112038,643,629,0,0,0,0,0,0,0,0
230,1,378,897,1865,0.111664,650,625,0,0,0,0,0,0,0,0
231,1,390,896,1865,0.111458,661,625,0,0,0,0,0,0,0,0
232,0,399,894,1866,0.111674,659,634,0,0,0,0,0,0,0,0
233,0,406,892,1866,0.112028,653,645,0,0,0,0,0,0,0,0
234,0,415,890,1866,0.112161,648,657,0,0,0,0,0,0,0,0
235,0,408,893,1866,0.111823,654,647,0,0,0,0,0,0,0,0
236,0,404,893,1866,0.111829,653,644,0,0,0,0,0,0,0,0
237,0,388,896,1866,0.112036,641,643,0,0,0,0,0,0,0,0
238,0,385,896,1866,0.111998,641,640,0,0,0,0,0,0,0,0
239,0,384,897,1866,0.111881,645,636,0,0,0,0,0,0,0,0
240,0,378,899,1866,0.111881,647,630,0,0,0,0,0,0,0,0
241,0,395,896,1866,0.111958,655,636,0,0,0,0,0,0,0,0
242,0,388,897,1866,0.112296,646,639,0,0,0,0,0,0,0,0
243,0,376,899,1866,0.112086,647,628,0,0,0,0,0,0,0,0
244,0,377,899,1866,0.11195,653,623,0,0,0,0,0,0,0,0
245,0,373,901,1866,0.111932,654,620,0,0,0,0,0,0,0,0
246,0,394,897,1866,0.112345,652,639,0,0,0,0,0,0,0,0
247,0,387,900,1866,0.112117,653,634,0,0,0,0,0,0,0,0
248,0,375,902,1866,0.112482,640,637,0,0,0,0,0,0,0,0
249,0,374,901,1866,0.112231,640,635,0,0,0,0,0,0,0,0
250,0,363,903,1866,0.112349,635,631,0,0,0,0,0,0,0,0
251,0,389,897,1866,0.111926,659,627,0,0,0,0,0,0,0,0
252,0,366,900,1866,0.112379,644,622,0,0,0,0,0,0,0,0
253,0,363,901,1866,0.112821,633,631,0,0,0,0,0,0,0,0
254,0,357,901,1866,0.113242,624,634,0,0,0,0,0,0,0,0
255,0,338,904,1866,0.113383,610,632,0,0,0,0,0,0,0,0
256,0,322,909,1866,0.113305,607,624,0,0,0,0,0,0,0,0
257,0,336,907,1866,0.11362,602,641,0,0,0,0,0,0,0,0
258,0,346,906,1866,0.114005,600,652,0,0,0,0,0,0,0,0
259,0,348,906,1866,0.114292,598,656,0,0,0,0,0,0,0,0
260,0,350,907,1866,0.114053,603,654,0,0,0,0,0,0,0,0
261,0,366,902,1866,0.114444,597,671,0,0,0,0,0,0,0,0
262,0,372,900,1866,0.114714,592,680,0,0,0,0,0,0,0,0
263,0,360,902,1866,0.114753,585,677,0,0,0,0,0,0,0,0
264,0,366,901,1866,0.114613,593,674,0,0,0,0,0,0,0,0
265,0,371,897,1866,0.114694,593,675,0,0,0,0,0,0,0,0
266,0,352,900,1866,0.11467,587,665,0,0,0,0,0,0,0,0
267,0,372,895,1866,0.114939,588,679,0,0,0,0,0,0,0,0
268,0,369,896,1866,0.115111,588,677,0,0,0,0,0,0,0,0
269,0,389,892,1866,0.114701,603,678,0,0,0,0,0,0,0,0
270,0,369,897,1866,0.114706,595,671,0,0,0,0,0,0,0,0
271,0,332,905,1866,0.114715,579,658,0,0,0,0,0,0,0,0
272,0,335,905,1866,0.114386,584,656,0,0,0,0,0,0,0,0
273,0,338,902,1866,0.114397,581,659,0,0,0,0,0,0,0,0
274,0,340,902,1866,0.114696,574,668,0,0,0,0,0,0,0,0
275,0,362,897,1866,0.114548,587,672,0,0,0,0,0,0,0,0
276,0,364,899,1866,0.11514,579,684,0,0,0,0,0,0,0,0
277,0,351,904,1866,0.115443,570,685,0,0,0,0,0,0,0,0
278,0,366,901,1866,0.115701,572,695,0,0,0,0,0,0,0,0
279,0,368,900,1866,0.115791,576,692,0,0,0,0,0,0,0,0
280,0,367,900,1866,0.115328,587,680,0,0,0,0,0,0,0,0
281,0,376,898,1866,0.115594,581,693,0,0,0,0,0,0,0,0
282,0,378,897,1866,0.115347,584,691,0,0,0,0,0,0,0,0
283,0,383,894,1866,0.115243,585,692,0,0,0,0,0,0,0,0
284,0,385,896,1866,0.115281,586,695,0,0,0,0,0,0,0,0
285,0,388,897,1866,0.115238,588,697,0,0,0,0,0,0,0,0
286,0,424,890,1866,0.115119,609,705,0,0,0,0,0,0,0,0
287,0,420,893,1866,0.115091,610,703,0,0,0,0,0,0,0,0
288,0,422,894,1866,0.11455,614,702,0,0,0,0,0,0,0,0
289,0,401,900,1866,0.114958,599,702,0,0,0,0,0,0,0,0
290,0,400,902,1866,0.114831,603,699,0,0,0,0,0,0,0,0
291,0,404,899,1866,0.11492,604,699,0,0,0,0,0,0,0,0
292,0,396,899,1866,0.115134,596,699,0,0,0,0,0,0,0,0
293,0,412,897,1866,0.115464,599,710,0,0,0,0,0,0,0,0
294,0,427,893,1866,0.115814,596,724,0,0,0,0,0,0,0,0
295,0,411,897,1866,0.115381,602,706,0,0,0,0,0,0,0,0
296,0,399,898,1866,0.115714,589,708,0,0,0,0,0,0,0,0
297,0,386,900,1866,0.116084,578,708,0,0,0,0,0,0,0,0
298,0,396,899,1866,0.115863,586,709,0,0,0,0,0,0,0,0
299,0,410,894,1866,0.11602,592,712,0,0,0,0,0,0,0,0
300,0,417,893,1866,0.115487,608,702,0,0,0,0,0,0,0,0
301,0,412,896,1866,0.115492,607,701,0,0,0,0,0,0,0,0
302,0,424,895,1866,0.115587,615,704,0,0,0,0,0,0,0,0
303,0,424,895,1866,0.115265,620,699,0,0,0,0,0,0,0,0
304,0,427,894,1866,0.115189,623,698,0,0,0,0,0,0,0,0
305,0,429,894,1866,0.11513,629,694,0,0,0,0,0,0,0,0
306,0,440,890,1866,0.114924,633,697,0,0,0,0,0,0,0,0
307,0,432,891,1866,0.115585,622,701,0,0,0,0,0,0,0,0
308,0,415,891,1866,0.115535,615,691,0,0,0,0,0,0,0,0
309,0,419,890,1866,0.115616,614,695,0,0,0,0,0,0,0,0
310,0,405,892,1866,0.115525,615,682,0,0,0,0,0,0,0,0
311,0,396,893,1866,0.115224,614,675,0,0,0,0,0,0,0,0
312,0,394,896,1866,0.115457,604,686,0,0,0,0,0,0,0,0
313,0,369,901,1866,0.115385,596,674,0,0,0,0,0,0,0,0
314,0,356,902,1866,0.115398,590,668,0,0,0,0,0,0,0,0
315,0,364,899,1866,0.114928,602,661,0,0,0,0,0,0,0,0
316,0,357,900,1866,0.115027,595,662,0,0,0,0,0,0,0,0
317,0,364,899,1866,0.115702,586,677,0,0,0,0,0,0,0,0
318,0,351,902,1866,0.115412,585,668,0,0,0,0,0,0,0,0
319,0,340,905,1866,0.115601,579,666,0,0,0,0,0,0,0,0
320,0,347,905,1866,0.115707,583,669,0,0,0,0,0,0,0,0
321,0,354,905,1866,0.115593,585,674,0,0,0,0,0,0,0,0
322,0,344,906,1866,0.115848,574,676,0,0,0,0,0,0,0,0
323,0,362,903,1866,0.115873,584,681,0,0,0,0,0,0,0,0
324,0,354,905,1866,0.115936,577,682,0,0,0,0,0,0,0,0
325,0,344,906,1866,0.116165,569,681,0,0,0,0,0,0,0,0
326,0,354,903,1866,0.11632,566,691,0,0,0,0,0,0,0,0
327,0,354,902,1866,0.116829,558,698,0,0,0,0,0,0,0,0
328,0,351,900,1866,0.116477,566,685,0,0,0,0,0,0,0,0
329,0,362,897,1866,0.116592,566,693,0,0,0,0,0,0,0,0
330,0,378,894,1866,0.116351,573,699,0,0,0,0,0,0,0,0
331,0,381,892,1866,0.115721,586,687,0,0,0,0,0,0,0,0
332,0,405,887,1866,0.115687,594,698,0,0,0,0,0,0,0,0
333,0,405,890,1866,0.115491,598,697,0,0,0,0,0,0,0,0
334,0,415,886,1866,0.114992,606,695,0,0,0,0,0,0,0,0
335,0,416,886,1866,0.115144,606,696,0,0,0,0,0,0,0,0
336,0,407,890,1866,0.11474,615,682,0,0,0,0,0,0,0,0
337,0,419,887,1866,0.114939,613,693,0,0,0,0,0,0,0,0
338,0,426,887,1866,0.114631,622,691,0,0,0,0,0,0,0,0
